ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
166.82.108.baj,2003-11-01,11:27:05,500.0,835910.0,0001104659-03-024239,a03-4609_1ex99d1.htm,200.0,436588.0,0.0,0.0,0.0,9.0,0.0,mie
166.33.230.fed,2003-11-01,11:27:07,500.0,718332.0,0000718332-03-000017,-index.htm,200.0,3284.0,1.0,1.0,1.0,0.0,0.0,
67.118.98.idd,2003-11-01,11:27:13,500.0,1043134.0,0001193125-03-064675,-index.htm,304.0,,1.0,1.0,0.0,0.0,0.0,win
12.40.231.jcd,2003-11-01,11:27:15,500.0,27748.0,0001133884-03-000389,-index.htm,200.0,2258.0,1.0,0.0,0.0,4.0,0.0,win
12.40.231.jcd,2003-11-01,11:27:18,500.0,27748.0,0001133884-03-000389,gdefa14a-31148.txt,200.0,14665.0,0.0,0.0,0.0,9.0,0.0,win
12.39.64.aaa,2003-11-01,11:27:21,500.0,777491.0,0001104659-03-017157,-index.htm,200.0,3143.0,1.0,0.0,0.0,1.0,0.0,win
141.219.154.jie,2003-11-01,11:27:25,500.0,744455.0,0000906287-97-000218,.txt,200.0,46451.0,0.0,1.0,0.0,0.0,1.0,
66.71.80.fef,2003-11-01,11:27:46,500.0,919611.0,0001093801-03-000679,-index.htm,200.0,2687.0,1.0,0.0,0.0,1.0,0.0,win
66.71.80.fef,2003-11-01,11:27:50,500.0,919611.0,0001093801-03-000679,x8k-603.txt,200.0,3088.0,0.0,0.0,0.0,9.0,0.0,win
66.71.80.fef,2003-11-01,11:27:57,500.0,919611.0,0001093801-03-000679,ex991-603.txt,200.0,5413.0,0.0,0.0,0.0,9.0,0.0,win
24.233.165.fdf,2003-11-01,11:27:58,500.0,353020.0,0000950134-03-009043,-index.htm,200.0,3107.0,1.0,0.0,0.0,1.0,0.0,mie
203.195.247.jdd,2003-11-01,11:28:09,500.0,944537.0,0000912057-02-037816,-index.htm,200.0,3527.0,1.0,0.0,0.0,1.0,0.0,win
68.72.174.acc,2003-11-01,11:28:11,500.0,741565.0,0001047469-98-015556,.txt,304.0,,0.0,0.0,0.0,1.0,0.0,win
152.163.253.fdh,2003-11-01,11:28:13,500.0,1023640.0,0000909654-03-001160,xslF345X02/oli107.xml,200.0,17194.0,0.0,0.0,0.0,9.0,0.0,mie
216.158.196.fec,2003-11-01,11:28:16,500.0,68505.0,0001047469-03-010564,-index.htm,200.0,5708.0,1.0,0.0,0.0,1.0,0.0,win
216.158.196.fec,2003-11-01,11:28:20,500.0,68505.0,0001047469-03-010564,a2106429zex-10_4.htm,200.0,47532.0,0.0,0.0,0.0,9.0,0.0,win
203.195.247.jdd,2003-11-01,11:28:30,500.0,944537.0,0000912057-02-037816,a2090295zdef14a.htm,200.0,218863.0,0.0,0.0,0.0,9.0,0.0,win
216.158.196.fec,2003-11-01,11:28:36,500.0,68505.0,0001047469-03-010564,a2106429zex-10_5.htm,200.0,3424.0,0.0,0.0,0.0,9.0,0.0,win
216.158.196.fec,2003-11-01,11:28:41,500.0,68505.0,0001047469-03-010564,a2106429zex-10_6.htm,200.0,69797.0,0.0,0.0,0.0,9.0,0.0,win
213.176.34.gbi,2003-11-01,11:28:51,500.0,709519.0,0000891618-03-001874,.txt,200.0,509994.0,0.0,0.0,0.0,4.0,0.0,
64.154.95.fgi,2003-11-01,11:29:15,500.0,923282.0,0000950130-03-003253,-index.htm,200.0,2401.0,1.0,0.0,0.0,1.0,0.0,win
161.165.196.bhe,2003-11-01,11:29:22,500.0,104169.0,0000104169-03-000017,final10q.htm,200.0,181023.0,0.0,0.0,0.0,9.0,0.0,win
64.154.95.fgi,2003-11-01,11:29:23,500.0,923282.0,0000950130-03-003253,dpre14a.htm,200.0,512807.0,0.0,0.0,0.0,9.0,0.0,win
141.219.154.jie,2003-11-01,11:29:54,500.0,911522.0,0000921895-97-000573,.txt,200.0,645742.0,0.0,1.0,0.0,0.0,1.0,
64.154.95.fgi,2003-11-01,11:29:55,500.0,923282.0,0000950130-03-003385,-index.htm,200.0,3110.0,1.0,0.0,0.0,1.0,0.0,win
141.219.154.jie,2003-11-01,11:30:05,500.0,40864.0,0000950134-97-006139,.txt,200.0,50510.0,0.0,1.0,0.0,0.0,1.0,
64.154.95.fgi,2003-11-01,11:30:05,500.0,923282.0,0000950130-03-003385,ddef14a.htm,200.0,465395.0,0.0,0.0,0.0,9.0,0.0,win
66.11.101.edc,2003-11-01,11:30:09,500.0,75829.0,0001047469-03-033846,a2119711zdef14a.htm,200.0,154027.0,0.0,1.0,0.0,0.0,0.0,mie
65.205.80.gjj,2003-11-01,11:30:46,500.0,1126975.0,0001188020-03-000002,-index.htm,200.0,2541.0,1.0,0.0,0.0,1.0,0.0,win
66.27.161.bcf,2003-11-01,11:31:04,500.0,892147.0,0000950153-02-002173,p67330e10vk.htm,200.0,829404.0,0.0,0.0,0.0,9.0,0.0,mie
213.176.34.gbi,2003-11-01,11:32:55,500.0,709519.0,0001012870-00-005094,.txt,200.0,151772.0,0.0,0.0,0.0,4.0,0.0,
66.50.181.agj,2003-11-01,11:34:25,500.0,885639.0,0000950131-03-001529,.txt,200.0,687318.0,0.0,0.0,0.0,1.0,0.0,win
141.219.154.jie,2003-11-01,11:34:34,500.0,778165.0,0000778165-97-000006,.txt,200.0,46467.0,0.0,1.0,0.0,0.0,1.0,
216.158.196.fec,2003-11-01,11:34:45,500.0,68505.0,0001047469-03-010564,a2106429zex-21.htm,200.0,3981.0,0.0,0.0,0.0,9.0,0.0,win
12.249.38.eij,2003-11-01,11:34:51,500.0,1123270.0,0001193125-03-056097,dposam.htm,304.0,,0.0,1.0,0.0,0.0,0.0,mie
216.158.196.fec,2003-11-01,11:34:53,500.0,68505.0,0001047469-03-010564,a2106429zex-99_1.htm,200.0,2877.0,0.0,0.0,0.0,9.0,0.0,win
216.158.196.fec,2003-11-01,11:34:58,500.0,68505.0,0001047469-03-010564,a2106429zex-99_2.htm,200.0,2874.0,0.0,0.0,0.0,9.0,0.0,win
217.44.161.dda,2003-11-01,11:35:16,500.0,839923.0,0001104659-02-006778,j6192_6k.htm,304.0,,0.0,0.0,0.0,9.0,0.0,win
166.82.117.gch,2003-11-01,11:35:50,500.0,1139437.0,0000950137-03-004305,.txt,200.0,871720.0,0.0,1.0,0.0,0.0,1.0,
68.162.91.gai,2003-11-01,11:35:51,500.0,1047127.0,0000893220-03-000476,w84305exv10w17.txt,200.0,11962.0,0.0,0.0,0.0,9.0,0.0,win
65.48.216.bjh,2003-11-01,11:35:57,500.0,708818.0,0001169232-03-001381,-index.htm,200.0,2355.0,1.0,0.0,0.0,1.0,0.0,win
141.219.154.jie,2003-11-01,11:35:58,500.0,893739.0,0000893739-97-000012,.txt,200.0,78583.0,0.0,1.0,0.0,0.0,1.0,
65.48.216.bjh,2003-11-01,11:35:59,500.0,708818.0,0001169232-03-001381,d53800_10q.txt,200.0,88546.0,0.0,0.0,0.0,9.0,0.0,win
68.162.91.gai,2003-11-01,11:36:06,500.0,1047127.0,0000893220-03-000696,-index.htm,200.0,2675.0,1.0,0.0,0.0,1.0,0.0,win
68.162.91.gai,2003-11-01,11:36:08,500.0,1047127.0,0000893220-03-000696,w85762e8vk.txt,200.0,2677.0,0.0,0.0,0.0,9.0,0.0,win
166.82.117.gch,2003-11-01,11:36:10,500.0,1139437.0,0000950137-03-004042,.txt,200.0,1429507.0,0.0,1.0,0.0,0.0,1.0,
208.24.179.eaj,2003-11-01,11:36:11,500.0,1164216.0,0000912057-02-000023,-index.htm,200.0,2680.0,1.0,0.0,0.0,1.0,0.0,win
24.175.55.jdf,2003-11-01,11:36:11,500.0,104169.0,0000104169-03-000004,-index.htm,200.0,2736.0,1.0,0.0,0.0,1.0,0.0,win
208.24.179.eaj,2003-11-01,11:36:14,500.0,1164216.0,0000912057-02-000023,a2067019zsc13d.htm,200.0,36026.0,0.0,0.0,0.0,9.0,0.0,win
24.175.55.jdf,2003-11-01,11:36:23,500.0,104169.0,0000104169-03-000004,finalproxy.htm,200.0,274630.0,0.0,0.0,0.0,9.0,0.0,win
208.24.179.eaj,2003-11-01,11:36:42,500.0,1199994.0,9999999997-02-054977,-index.htm,200.0,1770.0,1.0,0.0,0.0,1.0,0.0,win
209.178.188.bbi,2003-11-01,11:36:42,500.0,714801.0,0001104659-03-006505,-index.htm,304.0,,1.0,1.0,0.0,0.0,0.0,win
208.24.179.eaj,2003-11-01,11:36:44,500.0,1199994.0,9999999997-02-054977,.paper,200.0,293.0,0.0,0.0,0.0,9.0,0.0,win
128.83.249.aej,2003-11-01,11:36:47,500.0,912908.0,0000912908-02-000003,-index.htm,200.0,2109.0,1.0,0.0,0.0,1.0,0.0,win
68.89.173.hbh,2003-11-01,11:36:50,500.0,352949.0,0000909334-03-000192,-index.htm,200.0,2660.0,1.0,0.0,0.0,1.0,0.0,mie
209.178.188.bbi,2003-11-01,11:36:52,500.0,714801.0,0001104659-03-006505,j9478_10ksb.htm,304.0,,0.0,1.0,0.0,0.0,0.0,win
68.89.173.hbh,2003-11-01,11:37:01,500.0,352949.0,0000909334-03-000192,roofform3-50103.txt,200.0,9845.0,0.0,0.0,0.0,9.0,0.0,mie
208.24.179.eaj,2003-11-01,11:37:05,500.0,1180149.0,9999999997-02-045902,-index.htm,200.0,1705.0,1.0,0.0,0.0,1.0,0.0,win
216.78.59.djc,2003-11-01,11:37:08,500.0,356028.0,0000356028-00-000020,.txt,200.0,521762.0,0.0,0.0,0.0,4.0,0.0,mie
141.219.154.jie,2003-11-01,11:37:09,500.0,216085.0,0000950144-97-009135,.txt,200.0,35002.0,0.0,1.0,0.0,0.0,1.0,
128.83.249.aej,2003-11-01,11:37:15,500.0,912908.0,0000912908-02-000003,fmx0010ka.txt,200.0,226502.0,0.0,0.0,0.0,9.0,0.0,win
12.208.34.jea,2003-11-01,11:37:18,500.0,1023052.0,0001133884-03-000203,.txt,200.0,203738.0,0.0,0.0,0.0,1.0,0.0,win
217.42.7.abb,2003-11-01,11:37:18,500.0,1171500.0,0000902873-03-000007,-index.htm,200.0,2927.0,1.0,1.0,0.0,0.0,0.0,win
217.42.7.abb,2003-11-01,11:37:22,500.0,1171500.0,0000902873-03-000007,xslF345X01/edgar.xml,200.0,12756.0,0.0,1.0,0.0,0.0,0.0,win
63.187.233.chj,2003-11-01,11:37:28,500.0,1093728.0,0001106204-03-000003,-index.htm,200.0,3151.0,1.0,0.0,0.0,1.0,0.0,mie
209.23.201.ahd,2003-11-01,11:37:47,500.0,911650.0,0000950134-03-010367,c78434e8vk.txt,200.0,4032.0,0.0,1.0,0.0,0.0,0.0,win
68.71.189.cah,2003-11-01,11:37:49,500.0,732718.0,0001047469-99-034090,.txt,304.0,,0.0,0.0,0.0,4.0,0.0,mie
141.219.154.jie,2003-11-01,11:37:58,500.0,310377.0,0000912057-97-026156,.txt,200.0,297275.0,0.0,1.0,0.0,0.0,1.0,
209.178.188.bbi,2003-11-01,11:38:08,500.0,714801.0,0001047469-03-014228,-index.htm,200.0,3180.0,1.0,1.0,0.0,0.0,0.0,win
141.219.154.jie,2003-11-01,11:38:15,500.0,878736.0,0000950152-97-005738,.txt,200.0,35869.0,0.0,1.0,0.0,0.0,1.0,
217.42.7.abb,2003-11-01,11:38:26,500.0,1171500.0,0000902873-03-000006,-index.htm,200.0,3011.0,1.0,1.0,0.0,0.0,0.0,win
209.178.188.bbi,2003-11-01,11:38:30,500.0,714801.0,0001047469-03-014228,a2109085zdef14a.htm,200.0,183224.0,0.0,1.0,0.0,0.0,0.0,win
217.42.7.abb,2003-11-01,11:38:30,500.0,1171500.0,0000902873-03-000006,xslF345/edgar.xml,200.0,18568.0,0.0,1.0,0.0,0.0,0.0,win
203.195.247.jdd,2003-11-01,11:38:35,500.0,78128.0,0000950116-02-000643,def14a.txt,200.0,82510.0,0.0,0.0,0.0,9.0,0.0,win
67.113.55.aaa,2003-11-01,11:38:56,500.0,1268549.0,0001137070-03-000056,-index.htm,200.0,3101.0,1.0,0.0,0.0,2.0,0.0,win
67.113.55.aaa,2003-11-01,11:38:57,500.0,1120295.0,0000950138-03-000593,-index.htm,200.0,2543.0,1.0,0.0,0.0,2.0,0.0,win
141.219.154.jie,2003-11-01,11:39:03,500.0,899749.0,0000899749-97-000007,.txt,200.0,66449.0,0.0,1.0,0.0,0.0,1.0,
68.72.174.acc,2003-11-01,11:39:10,500.0,44201.0,0000044201-00-000010,.txt,200.0,349225.0,0.0,0.0,0.0,1.0,0.0,win
24.71.223.iee,2003-11-01,11:39:14,500.0,1011586.0,0000890566-97-000585,.txt,200.0,694168.0,0.0,0.0,0.0,1.0,0.0,win
202.156.2.iei,2003-11-01,11:39:28,500.0,1013220.0,0000950148-96-002773,.txt,200.0,731250.0,0.0,0.0,0.0,1.0,0.0,win
63.196.1.eda,2003-11-01,11:39:44,500.0,899597.0,0000947871-03-002392,-index.htm,200.0,16098.0,1.0,0.0,0.0,4.0,0.0,win
141.219.154.jie,2003-11-01,11:39:50,500.0,1004313.0,0001032210-97-000051,.txt,200.0,144603.0,0.0,1.0,0.0,0.0,1.0,
196.40.43.hhg,2003-11-01,11:39:51,500.0,723527.0,0001193125-03-069543,-index.htm,200.0,5204.0,1.0,0.0,0.0,1.0,0.0,mie
64.12.96.jhd,2003-11-01,11:39:52,500.0,77476.0,0000077476-01-500016,k2000.htm,200.0,292185.0,0.0,0.0,0.0,9.0,0.0,mie
64.12.96.cic,2003-11-01,11:39:58,500.0,893046.0,0000893046-00-000046,-index.html,304.0,,1.0,0.0,0.0,1.0,0.0,mie
63.196.1.eda,2003-11-01,11:40:00,500.0,899597.0,0000947871-03-002392,s4_102903.txt,200.0,649027.0,0.0,0.0,0.0,9.0,0.0,win
128.143.135.bjh,2003-11-01,11:40:21,500.0,1134016.0,0000912057-01-509789,-index.htm,200.0,20425.0,1.0,0.0,0.0,1.0,0.0,win
24.226.115.jgj,2003-11-01,11:40:25,500.0,102729.0,0000900440-03-000048,-index.htm,200.0,2441.0,1.0,0.0,0.0,1.0,0.0,
24.226.115.jgj,2003-11-01,11:40:28,500.0,102729.0,0000900440-03-000048,valm8k.txt,200.0,2924.0,0.0,0.0,0.0,9.0,0.0,
128.143.135.bjh,2003-11-01,11:40:31,500.0,1134016.0,0000912057-01-509789,a2031364zs-4.txt,200.0,798342.0,0.0,0.0,0.0,9.0,0.0,win
141.219.154.jie,2003-11-01,11:40:31,500.0,916789.0,0000950134-97-005322,.txt,200.0,27842.0,0.0,1.0,0.0,0.0,1.0,
152.163.253.abb,2003-11-01,11:40:32,500.0,736012.0,0000353394-03-000095,-index.htm,200.0,4402.0,1.0,0.0,0.0,1.0,0.0,win
166.82.117.gch,2003-11-01,11:40:32,500.0,1139442.0,0000950137-03-004811,.txt,200.0,530590.0,0.0,1.0,0.0,0.0,1.0,
141.219.154.jie,2003-11-01,11:40:37,500.0,915767.0,0000912057-97-027441,.txt,200.0,57752.0,0.0,1.0,0.0,0.0,1.0,
68.202.61.gjc,2003-11-01,11:40:47,500.0,1027746.0,0000932799-03-000128,-index.htm,200.0,2027.0,1.0,0.0,0.0,4.0,0.0,mie
141.219.154.jie,2003-11-01,11:40:48,500.0,937265.0,0001012870-97-001576,.txt,200.0,228011.0,0.0,1.0,0.0,0.0,1.0,
68.202.61.gjc,2003-11-01,11:40:51,500.0,1027746.0,0000932799-03-000128,allenco13f630.txt,200.0,3348.0,0.0,0.0,0.0,9.0,0.0,mie
141.219.154.jie,2003-11-01,11:41:11,500.0,791449.0,0000950148-97-002100,.txt,200.0,62234.0,0.0,1.0,0.0,0.0,1.0,
67.11.245.jij,2003-11-01,11:41:11,500.0,42293.0,0000042293-03-000057,-index.htm,200.0,2719.0,1.0,0.0,0.0,1.0,0.0,win
24.175.55.jdf,2003-11-01,11:41:12,500.0,104169.0,0000104169-03-000004,-index.htm,304.0,,1.0,0.0,0.0,1.0,0.0,win
63.175.135.ddh,2003-11-01,11:41:13,500.0,38079.0,0000038079-03-000027,xslF345X02/edgardoc.xml,200.0,15546.0,0.0,1.0,0.0,0.0,0.0,
65.205.80.gjj,2003-11-01,11:41:16,500.0,1144945.0,0001144945-03-000016,-index.htm,200.0,2920.0,1.0,0.0,0.0,1.0,0.0,win
24.175.55.jdf,2003-11-01,11:41:17,500.0,104169.0,0000104169-03-000004,finalproxy.htm,304.0,,0.0,0.0,0.0,9.0,0.0,win
68.36.205.efb,2003-11-01,11:41:17,500.0,701345.0,0001193125-03-027250,.txt,200.0,201520.0,0.0,1.0,0.0,0.0,0.0,win
213.176.34.gbi,2003-11-01,11:41:22,500.0,1032455.0,0001257277-03-000052,.txt,200.0,16789.0,0.0,0.0,0.0,2.0,0.0,
68.36.205.efb,2003-11-01,11:41:26,500.0,701345.0,0001193125-03-027250,-index.htm,200.0,2613.0,1.0,1.0,0.0,0.0,0.0,win
68.36.205.efb,2003-11-01,11:41:31,500.0,701345.0,0001193125-03-027250,ds8.htm,200.0,85156.0,0.0,1.0,0.0,0.0,0.0,win
141.219.154.jie,2003-11-01,11:41:41,500.0,47217.0,0000047217-97-000031,.txt,200.0,45707.0,0.0,1.0,0.0,0.0,1.0,
213.176.34.gbi,2003-11-01,11:41:45,500.0,1047965.0,0001137070-03-000055,.txt,200.0,16180.0,0.0,0.0,0.0,2.0,0.0,
169.198.254.eja,2003-11-01,11:41:55,500.0,866787.0,0000866787-03-000040,.txt,200.0,23907.0,0.0,0.0,0.0,1.0,0.0,win
141.219.154.jie,2003-11-01,11:41:56,500.0,1017480.0,0000931763-97-001520,.txt,200.0,49181.0,0.0,1.0,0.0,0.0,1.0,
213.176.34.gbi,2003-11-01,11:41:56,500.0,1047965.0,0001137070-03-000056,.txt,200.0,20234.0,0.0,0.0,0.0,2.0,0.0,
66.167.151.ecb,2003-11-01,11:42:04,500.0,878932.0,0001193125-03-001542,-index.htm,200.0,2001.0,1.0,0.0,0.0,1.0,0.0,win
213.176.34.gbi,2003-11-01,11:42:12,500.0,1047965.0,0001137070-03-000057,-index.htm,200.0,3613.0,1.0,0.0,0.0,2.0,0.0,
166.82.117.gch,2003-11-01,11:42:19,500.0,1139444.0,0000950137-03-004811,.txt,200.0,530590.0,0.0,1.0,0.0,0.0,1.0,
213.176.34.gbi,2003-11-01,11:42:23,500.0,1059155.0,0001168404-03-000307,-index.htm,200.0,2905.0,1.0,0.0,0.0,2.0,0.0,
213.176.34.gbi,2003-11-01,11:42:23,500.0,1059155.0,0001168404-03-000306,-index.htm,200.0,2911.0,1.0,0.0,0.0,2.0,0.0,
68.194.27.gha,2003-11-01,11:42:25,500.0,779681.0,0000779681-03-000005,.txt,304.0,,0.0,1.0,0.0,0.0,0.0,win
213.176.34.gbi,2003-11-01,11:42:29,500.0,1059155.0,0001168404-03-000310,-index.htm,200.0,3115.0,1.0,0.0,0.0,2.0,0.0,
24.71.223.iee,2003-11-01,11:42:29,500.0,1011586.0,0000890566-98-000415,.txt,200.0,258379.0,0.0,0.0,0.0,1.0,0.0,win
140.247.201.jij,2003-11-01,11:42:30,500.0,108772.0,0000950130-03-002690,-index.htm,304.0,,1.0,0.0,0.0,1.0,0.0,win
140.247.201.jij,2003-11-01,11:42:33,500.0,108772.0,0000950130-03-002690,d10k.htm,304.0,,0.0,0.0,0.0,9.0,0.0,win
213.176.34.gbi,2003-11-01,11:42:34,500.0,1100389.0,0001257277-03-000037,-index.htm,200.0,3073.0,1.0,0.0,0.0,2.0,0.0,
65.205.80.gjj,2003-11-01,11:42:43,500.0,1144945.0,0001044277-01-500042,-index.htm,200.0,2786.0,1.0,0.0,0.0,1.0,0.0,win
65.205.80.gjj,2003-11-01,11:42:50,500.0,1144945.0,0001144945-02-000002,-index.htm,200.0,3041.0,1.0,0.0,0.0,1.0,0.0,win
213.176.34.gbi,2003-11-01,11:42:59,500.0,1100389.0,0001257277-03-000055,-index.htm,200.0,3120.0,1.0,0.0,0.0,2.0,0.0,
141.219.154.jie,2003-11-01,11:43:00,500.0,786877.0,0000786877-97-000019,.txt,200.0,77445.0,0.0,1.0,0.0,0.0,1.0,
213.176.34.gbi,2003-11-01,11:43:05,500.0,1120295.0,0000950138-03-000593,-index.htm,200.0,2543.0,1.0,0.0,0.0,2.0,0.0,
213.176.34.gbi,2003-11-01,11:43:17,500.0,1134189.0,0001257277-03-000042,-index.htm,200.0,3087.0,1.0,0.0,0.0,2.0,0.0,
63.175.135.ddh,2003-11-01,11:43:17,500.0,38079.0,0000038079-03-000027,xslF345X02/edgardoc.xml,200.0,15546.0,0.0,1.0,0.0,0.0,0.0,
65.205.80.gjj,2003-11-01,11:43:18,500.0,1144945.0,0001044277-01-500041,-index.htm,200.0,2796.0,1.0,0.0,0.0,1.0,0.0,win
141.219.154.jie,2003-11-01,11:43:20,500.0,897998.0,0000912057-97-027815,.txt,200.0,28724.0,0.0,1.0,0.0,0.0,1.0,
213.176.34.gbi,2003-11-01,11:43:22,500.0,1134647.0,0001257277-03-000041,-index.htm,200.0,3107.0,1.0,0.0,0.0,2.0,0.0,
213.176.34.gbi,2003-11-01,11:43:26,500.0,1190211.0,0001257277-03-000047,-index.htm,200.0,3085.0,1.0,0.0,0.0,2.0,0.0,
213.176.34.gbi,2003-11-01,11:43:34,500.0,1204665.0,0000046195-03-000042,-index.htm,200.0,3132.0,1.0,0.0,0.0,2.0,0.0,
213.176.34.gbi,2003-11-01,11:43:41,500.0,1210431.0,0001137070-03-000055,-index.htm,200.0,3155.0,1.0,0.0,0.0,2.0,0.0,
207.59.40.cah,2003-11-01,11:43:46,500.0,883813.0,0000950134-03-012868,c79640e10vk.txt,200.0,200053.0,0.0,0.0,0.0,9.0,0.0,win
141.219.154.jie,2003-11-01,11:43:47,500.0,878551.0,0000950136-97-001124,.txt,200.0,42157.0,0.0,1.0,0.0,0.0,1.0,
205.138.214.aef,2003-11-01,11:44:02,500.0,1085866.0,0001072613-03-000528,.txt,200.0,1039987.0,0.0,1.0,0.0,0.0,1.0,
205.188.209.gii,2003-11-01,11:44:02,500.0,1082773.0,0001145236-03-000009,-index.htm,304.0,,1.0,0.0,0.0,1.0,0.0,win
213.176.34.gbi,2003-11-01,11:44:08,500.0,1266620.0,0001257277-03-000040,.txt,200.0,10268.0,0.0,0.0,0.0,2.0,0.0,
213.176.34.gbi,2003-11-01,11:44:17,500.0,1268011.0,0001257277-03-000053,.txt,200.0,18477.0,0.0,0.0,0.0,2.0,0.0,
141.219.154.jie,2003-11-01,11:44:27,500.0,859737.0,0000859737-97-000010,.txt,200.0,42573.0,0.0,1.0,0.0,0.0,1.0,
68.173.23.fhg,2003-11-01,11:44:29,500.0,946581.0,0001144204-03-006407,form8k.txt,200.0,4124.0,0.0,0.0,0.0,9.0,0.0,win
141.219.154.jie,2003-11-01,11:44:41,500.0,916822.0,0000914317-97-000345,.txt,200.0,53851.0,0.0,1.0,0.0,0.0,1.0,
166.82.117.gch,2003-11-01,11:44:41,500.0,1139446.0,0000950137-03-004437,.txt,200.0,900827.0,0.0,1.0,0.0,0.0,1.0,
64.53.225.fhg,2003-11-01,11:44:42,500.0,61398.0,0000061398-03-000024,proxy03.txt,200.0,63234.0,0.0,1.0,0.0,0.0,0.0,mie
68.36.205.efb,2003-11-01,11:44:46,500.0,701345.0,0000950172-03-001572,-index.htm,200.0,3982.0,1.0,1.0,0.0,0.0,0.0,win
196.40.43.hhg,2003-11-01,11:44:48,500.0,723527.0,0000912057-02-026089,-index.htm,200.0,2473.0,1.0,0.0,0.0,1.0,0.0,mie
198.30.230.ccg,2003-11-01,11:44:48,500.0,878930.0,0001047469-03-031798,-index.htm,200.0,5733.0,1.0,0.0,0.0,1.0,0.0,
213.176.34.gbi,2003-11-01,11:44:49,500.0,878720.0,0001253570-03-000002,.txt,200.0,8484.0,0.0,0.0,0.0,2.0,0.0,
64.24.27.bch,2003-11-01,11:44:54,500.0,1208636.0,0000950117-03-003399,-index.htm,200.0,3179.0,1.0,0.0,0.0,1.0,0.0,win
68.36.205.efb,2003-11-01,11:44:54,500.0,701345.0,0000950172-03-001572,chi381948.txt,200.0,28838.0,0.0,1.0,0.0,0.0,0.0,win
198.30.230.ccg,2003-11-01,11:44:55,500.0,878930.0,0001047469-03-031798,a2119266zdef14a.txt,200.0,86770.0,0.0,0.0,0.0,9.0,0.0,
196.40.43.hhg,2003-11-01,11:44:56,500.0,723527.0,0000912057-02-026089,a2083719znt11-k.txt,200.0,5751.0,0.0,0.0,0.0,9.0,0.0,mie
68.16.187.ihd,2003-11-01,11:45:05,500.0,1021270.0,0001179110-03-009419,.txt,200.0,5943.0,0.0,0.0,0.0,1.0,0.0,win
63.175.135.ddh,2003-11-01,11:45:12,500.0,38079.0,0000038079-03-000027,xslF345X02/edgardoc.xml,200.0,15546.0,0.0,1.0,0.0,0.0,0.0,
68.16.187.ihd,2003-11-01,11:45:13,500.0,1021270.0,0001179110-03-009416,-index.htm,200.0,2811.0,1.0,0.0,0.0,1.0,0.0,win
68.16.187.ihd,2003-11-01,11:45:17,500.0,1021270.0,0001179110-03-007647,.txt,200.0,7976.0,0.0,0.0,0.0,1.0,0.0,win
68.16.187.ihd,2003-11-01,11:45:22,500.0,1021270.0,0001179110-03-007200,.txt,200.0,7318.0,0.0,0.0,0.0,1.0,0.0,win
141.219.154.jie,2003-11-01,11:45:24,500.0,831906.0,0000950170-97-001018,.txt,200.0,59228.0,0.0,1.0,0.0,0.0,1.0,
67.86.100.aji,2003-11-01,11:45:25,500.0,726608.0,0000943376-96-000008,.txt,200.0,194387.0,0.0,0.0,0.0,1.0,0.0,win
80.200.96.bif,2003-11-01,11:46:16,500.0,769208.0,0000769208-95-000013,.txt,200.0,39219.0,0.0,0.0,0.0,1.0,0.0,mie
65.205.80.gjj,2003-11-01,11:46:37,500.0,1110805.0,0001032097-01-500004,-index.htm,200.0,2915.0,1.0,0.0,0.0,1.0,0.0,win
132.208.197.fgd,2003-11-01,11:46:53,500.0,1061574.0,0001047469-03-002790,.txt,200.0,52465.0,0.0,0.0,0.0,1.0,0.0,win
141.219.154.jie,2003-11-01,11:46:53,500.0,1002938.0,0001002938-97-000012,.txt,200.0,83773.0,0.0,1.0,0.0,0.0,1.0,
199.95.218.bdc,2003-11-01,11:46:54,500.0,1159204.0,0001193125-03-054348,-index.htm,200.0,2491.0,1.0,0.0,0.0,1.0,0.0,win
166.33.230.fed,2003-11-01,11:46:58,500.0,718915.0,0000718915-03-000004,-index.htm,200.0,2331.0,1.0,1.0,1.0,0.0,0.0,
166.33.230.fed,2003-11-01,11:47:00,500.0,718916.0,0000718916-03-000036,-index.htm,200.0,3720.0,1.0,1.0,1.0,0.0,0.0,
166.33.230.fed,2003-11-01,11:47:00,500.0,718916.0,0000718916-03-000036,ex21v1.htm,200.0,1557.0,0.0,1.0,1.0,0.0,0.0,
199.95.218.bdc,2003-11-01,11:47:00,500.0,1159204.0,0001193125-03-052102,-index.htm,200.0,2491.0,1.0,0.0,0.0,1.0,0.0,win
132.208.197.fgd,2003-11-01,11:47:01,500.0,1061574.0,0001047469-02-006132,.txt,200.0,13207.0,0.0,0.0,0.0,1.0,0.0,win
199.95.218.bdc,2003-11-01,11:47:06,500.0,1159204.0,0001193125-03-027468,-index.htm,200.0,2274.0,1.0,0.0,0.0,1.0,0.0,win
199.95.218.bdc,2003-11-01,11:47:17,500.0,1159204.0,0001193125-03-021901,-index.htm,200.0,2273.0,1.0,0.0,0.0,1.0,0.0,win
141.219.154.jie,2003-11-01,11:47:33,500.0,357294.0,0000357294-97-000014,.txt,200.0,64202.0,0.0,1.0,0.0,0.0,1.0,
80.11.168.jag,2003-11-01,11:47:41,500.0,886125.0,0001156973-03-000450,-index.htm,200.0,3391.0,1.0,0.0,0.0,1.0,0.0,mie
