

Gains (Losses) Recognized in Income on Derivatives (AmountExcluded from  Effectiveness Testing and Ineffective Portion)      (1),
Year Ended December 31,
Derivatives in Cash Flow Hedging Relationship,Location,2014,2015,2016,
Foreign exchange contracts,Other income (expense) net,(279,),(297,),(381,),
Interest rate contracts,Other income (expense) net,4,0,0,
Total,(275,),(297,),(381,),
